LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Loan_ID,source,Loan_Status
180.0,360.0,1.0,1760.0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,LP001607,test,
80.0,360.0,0.0,4416.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP001611,test,
104.0,360.0,0.0,4428.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001613,test,
213.0,360.0,0.0,4234.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP001622,test,
65.0,360.0,1.0,3125.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001627,test,
146.0,360.0,1.0,6136.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001650,test,
135.0,360.0,1.0,4910.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP001651,test,
187.0,360.0,0.0,8914.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001652,test,
300.0,360.0,0.0,12500.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001655,test,
120.0,360.0,1.0,4667.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP001660,test,
71.0,360.0,0.0,6500.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001662,test,
225.0,360.0,1.0,7500.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP001663,test,
70.0,180.0,1.0,3073.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001667,test,
70.0,360.0,1.0,5409.0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,LP001695,test,
124.0,360.0,1.0,4603.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001703,test,
132.0,360.0,1.0,3391.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001718,test,
105.0,360.0,1.0,4860.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,LP001728,test,
90.0,360.0,1.0,3620.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,LP001735,test,
83.0,84.0,1.0,4000.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001737,test,
125.0,360.0,1.0,4258.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001739,test,
147.0,360.0,1.0,4500.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP001742,test,
120.0,360.0,1.0,4939.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP001757,test,
110.0,360.0,1.0,4583.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP001769,test,
103.0,360.0,1.0,4083.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,LP001771,test,
150.0,360.0,0.0,4727.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001785,test,
100.0,240.0,1.0,6088.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP001787,test,
139.0,360.0,0.0,7322.0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,LP001789,test,
550.0,360.0,1.0,32000.0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,LP001791,test,
260.0,12.0,1.0,10890.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP001794,test,
150.0,300.0,1.0,12941.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001797,test,
90.0,360.0,1.0,3276.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,LP001815,test,
199.0,360.0,0.0,8703.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,LP001817,test,
139.0,360.0,1.0,5459.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP001818,test,
150.0,360.0,1.0,5900.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001822,test,
180.0,360.0,1.0,7380.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001827,test,
113.0,360.0,1.0,4239.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001831,test,
148.0,360.0,1.0,5000.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001842,test,
117.0,360.0,0.0,4823.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP001853,test,
72.0,360.0,1.0,4855.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP001855,test,
125.0,300.0,1.0,4073.0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,LP001857,test,
214.0,360.0,1.0,8492.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,LP001862,test,
133.0,350.0,1.0,6624.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001867,test,
187.0,360.0,1.0,8352.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,LP001878,test,
143.0,360.0,1.0,7895.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP001881,test,
209.0,360.0,1.0,8406.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001886,test,
84.0,360.0,0.0,2964.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP001906,test,
116.0,360.0,1.0,5583.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001909,test,
65.0,360.0,1.0,2708.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001911,test,
80.0,240.0,1.0,5550.0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,LP001921,test,
170.0,360.0,0.0,2268.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,LP001923,test,
120.0,360.0,0.0,3158.0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,LP001933,test,
135.0,360.0,1.0,6209.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001943,test,
94.0,360.0,0.0,4685.0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,LP001950,test,
79.0,360.0,1.0,3564.0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,LP001959,test,
110.0,360.0,1.0,3958.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001961,test,
130.0,360.0,1.0,4483.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP001973,test,
143.0,360.0,1.0,5225.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001975,test,
159.0,180.0,0.0,5862.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001979,test,
110.0,360.0,0.0,4251.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP001995,test,
160.0,360.0,1.0,9526.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP001999,test,
131.0,360.0,1.0,5833.0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,LP002007,test,
65.0,360.0,1.0,2918.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002009,test,
143.0,360.0,1.0,5128.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002016,test,
187.0,360.0,1.0,15312.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002017,test,
160.0,360.0,1.0,6590.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002018,test,
165.0,360.0,1.0,7279.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002027,test,
110.0,360.0,1.0,4358.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002028,test,
173.0,360.0,1.0,7917.0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002042,test,
150.0,360.0,1.0,10916.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002045,test,
135.0,360.0,1.0,4483.0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,LP002046,test,
150.0,360.0,1.0,5705.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,LP002047,test,
235.0,360.0,1.0,9167.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002056,test,
126.5,360.0,1.0,13083.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002057,test,
336.0,360.0,1.0,11841.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002059,test,
132.0,84.0,1.0,4333.0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002062,test,
96.0,360.0,1.0,4083.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002064,test,
180.0,360.0,0.0,6697.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002069,test,
128.0,360.0,0.0,4652.0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,LP002070,test,
412.0,360.0,1.0,12690.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002077,test,
116.0,360.0,1.0,5833.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,LP002083,test,
114.0,360.0,0.0,4796.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002090,test,
115.0,360.0,1.0,3600.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002096,test,
104.0,360.0,0.0,3240.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002099,test,
88.0,360.0,1.0,3342.0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,LP002102,test,
108.0,480.0,1.0,8706.0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,LP002105,test,
90.0,360.0,1.0,3397.0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,LP002107,test,
100.0,360.0,1.0,4316.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002111,test,
108.0,360.0,1.0,5533.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002117,test,
78.0,360.0,1.0,3089.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002118,test,
123.0,360.0,1.0,5030.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002123,test,
187.0,360.0,1.0,7560.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002125,test,
146.0,360.0,1.0,4157.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002148,test,
80.0,360.0,1.0,4213.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002152,test,
100.0,360.0,1.0,6065.0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,LP002165,test,
55.0,360.0,1.0,2362.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002167,test,
200.0,360.0,0.0,7733.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002168,test,
150.0,360.0,1.0,5384.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,LP002172,test,
150.0,360.0,1.0,5708.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002176,test,
118.0,360.0,1.0,7473.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002183,test,
150.0,300.0,1.0,5044.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002184,test,
118.0,36.0,1.0,5205.0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,LP002186,test,
212.0,360.0,1.0,10013.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002192,test,
212.0,360.0,1.0,6655.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,LP002195,test,
125.0,360.0,1.0,5886.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002208,test,
108.0,360.0,1.0,4332.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002212,test,
149.0,360.0,1.0,5668.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002240,test,
80.0,480.0,1.0,2896.0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,LP002245,test,
152.0,300.0,1.0,5062.0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,LP002253,test,
187.0,360.0,0.0,5184.0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,LP002256,test,
74.0,360.0,1.0,2545.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002257,test,
102.0,360.0,1.0,4321.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002264,test,
100.0,360.0,1.0,7245.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002270,test,
130.0,360.0,1.0,5167.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002279,test,
125.0,360.0,0.0,5180.0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,LP002286,test,
130.0,360.0,1.0,29418.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002294,test,
138.0,360.0,1.0,5848.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,LP002298,test,
28.0,180.0,1.0,2767.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002306,test,
92.0,360.0,1.0,7600.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002310,test,
104.0,360.0,1.0,3945.0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002311,test,
176.0,360.0,0.0,5005.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002316,test,
117.0,360.0,0.0,7485.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002321,test,
102.0,360.0,1.0,20149.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002325,test,
107.0,360.0,1.0,3623.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,LP002326,test,
66.0,480.0,1.0,4333.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002329,test,
105.0,360.0,1.0,3844.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,LP002333,test,
105.0,360.0,0.0,5404.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002339,test,
105.0,360.0,1.0,4338.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002344,test,
125.0,360.0,0.0,4243.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002346,test,
64.0,360.0,1.0,2107.0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002354,test,
150.0,180.0,0.0,6331.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002355,test,
150.0,360.0,1.0,7166.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,LP002358,test,
132.0,360.0,1.0,10000.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002360,test,
64.0,360.0,1.0,3943.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,LP002375,test,
40.0,180.0,1.0,2925.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002376,test,
142.0,480.0,0.0,3679.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002383,test,
70.0,300.0,1.0,3863.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002385,test,
131.0,360.0,1.0,4028.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002389,test,
120.0,360.0,1.0,5035.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002394,test,
114.0,360.0,1.0,5304.0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002397,test,
123.0,360.0,0.0,2858.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002399,test,
92.0,360.0,1.0,3833.0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002400,test,
160.0,360.0,1.0,7621.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002402,test,
151.0,360.0,1.0,6732.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002412,test,
81.0,360.0,1.0,6433.0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,LP002415,test,
171.0,360.0,1.0,5411.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,LP002417,test,
110.0,360.0,1.0,4532.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002420,test,
100.0,360.0,1.0,4155.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002425,test,
234.0,360.0,1.0,18840.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002433,test,
184.0,360.0,1.0,4115.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002440,test,
138.0,360.0,1.0,6887.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002441,test,
112.0,480.0,0.0,5235.0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,LP002442,test,
117.0,360.0,1.0,7429.0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,LP002445,test,
49.0,360.0,0.0,6583.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002450,test,
99.0,360.0,1.0,3508.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002471,test,
99.0,360.0,1.0,4079.0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,LP002476,test,
212.0,360.0,1.0,7249.0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,LP002482,test,
240.0,360.0,1.0,24797.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002485,test,
130.0,360.0,0.0,6107.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002495,test,
94.0,360.0,0.0,3500.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002496,test,
108.0,360.0,1.0,4270.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,LP002523,test,
144.0,360.0,1.0,6500.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002542,test,
110.0,180.0,1.0,5769.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002550,test,
176.0,360.0,0.0,4544.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,LP002551,test,
185.0,360.0,1.0,29167.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002553,test,
122.0,360.0,1.0,4223.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002554,test,
126.0,360.0,1.0,5000.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002561,test,
135.0,360.0,1.0,5530.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002566,test,
122.0,360.0,1.0,9000.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002568,test,
460.0,360.0,1.0,21666.0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002570,test,
297.0,360.0,1.0,8750.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002572,test,
140.0,360.0,1.0,4887.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002581,test,
106.0,360.0,1.0,6319.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002584,test,
141.0,360.0,1.0,4983.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002592,test,
132.0,360.0,1.0,12333.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002593,test,
170.0,360.0,1.0,5667.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002599,test,
145.0,360.0,1.0,5999.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002604,test,
90.0,360.0,1.0,3271.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002605,test,
88.0,360.0,0.0,4241.0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002609,test,
128.0,360.0,1.0,4357.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP002610,test,
84.0,480.0,1.0,2666.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002612,test,
108.0,360.0,1.0,6478.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002614,test,
83.0,360.0,1.0,3808.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002630,test,
117.0,360.0,1.0,3729.0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,LP002635,test,
128.0,360.0,1.0,4120.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002639,test,
75.0,360.0,1.0,7500.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,LP002644,test,
125.0,360.0,0.0,6300.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002651,test,
177.0,360.0,1.0,14987.0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,LP002654,test,
68.0,360.0,1.0,2695.0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,LP002657,test,
96.0,360.0,1.0,3300.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002711,test,
180.0,360.0,1.0,3816.0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,LP002712,test,
183.0,360.0,1.0,7500.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002721,test,
121.0,360.0,1.0,3859.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002735,test,
162.0,360.0,1.0,6825.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002744,test,
132.0,360.0,1.0,8408.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002745,test,
147.0,360.0,1.0,5314.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002746,test,
153.0,360.0,0.0,7638.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,LP002747,test,
104.0,84.0,1.0,4174.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002754,test,
149.0,360.0,1.0,5000.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002759,test,
134.0,300.0,1.0,3767.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002760,test,
165.0,180.0,1.0,8738.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002766,test,
120.0,360.0,1.0,4283.0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002769,test,
67.0,360.0,0.0,4600.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002774,test,
125.0,360.0,1.0,4768.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002775,test,
120.0,360.0,1.0,5821.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002781,test,
148.0,360.0,1.0,4209.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002782,test,
181.0,360.0,1.0,3409.0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002786,test,
80.0,120.0,1.0,3400.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002790,test,
40.0,360.0,1.0,21000.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002791,test,
90.0,360.0,1.0,5333.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002793,test,
95.0,6.0,0.0,5291.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002802,test,
122.0,360.0,1.0,3218.0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,LP002803,test,
150.0,360.0,1.0,5741.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002805,test,
150.0,360.0,1.0,8369.0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,LP002806,test,
104.0,360.0,1.0,5158.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002816,test,
143.0,360.0,1.0,5509.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002823,test,
300.0,360.0,1.0,9699.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002825,test,
171.0,360.0,1.0,6338.0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,LP002826,test,
113.0,360.0,1.0,4709.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002843,test,
35.0,360.0,1.0,3467.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002849,test,
46.0,360.0,1.0,2400.0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,LP002850,test,
145.0,360.0,1.0,5015.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,LP002853,test,
119.0,360.0,1.0,3850.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002856,test,
87.0,240.0,1.0,5715.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,LP002857,test,
162.0,360.0,0.0,6666.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002858,test,
122.0,180.0,1.0,7454.0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,LP002860,test,
187.0,360.0,1.0,8247.0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,LP002867,test,
81.0,180.0,1.0,3522.0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,LP002869,test,
80.0,360.0,1.0,4700.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002870,test,
176.0,360.0,1.0,6858.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002876,test,
260.0,360.0,1.0,8334.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002878,test,
133.0,360.0,0.0,5357.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002879,test,
70.0,360.0,1.0,2868.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,LP002885,test,
135.0,360.0,1.0,4798.0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,LP002890,test,
137.0,300.0,1.0,2796.0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,LP002891,test,
254.0,360.0,1.0,8667.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002899,test,
106.0,360.0,1.0,17283.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002901,test,
109.0,360.0,1.0,6727.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002907,test,
120.0,360.0,1.0,8888.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002920,test,
158.0,180.0,0.0,5503.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,LP002921,test,
197.0,360.0,1.0,8816.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002932,test,
85.0,360.0,1.0,5727.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002935,test,
60.0,360.0,1.0,2500.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002952,test,
76.0,360.0,1.0,3132.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002954,test,
152.0,360.0,1.0,6667.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002962,test,
96.0,360.0,1.0,12805.0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002965,test,
99.0,360.0,1.0,4436.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002969,test,
113.0,360.0,1.0,5786.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,LP002971,test,
115.0,360.0,1.0,4867.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002975,test,
126.0,360.0,1.0,5243.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002980,test,
158.0,360.0,1.0,7393.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002986,test,
98.0,180.0,1.0,9200.0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,LP002989,test,
